gene_name	introns	transcripts	proteins
CG9926	0	1	1
IM23	1	1	1
CG9928	0	1	1
Taf12	4	10	2
bowl	8	18	2
Su(z)2	6	5	2
Top3alpha	3	1	1
yellow-g	2	1	1
yellow-f	5	4	4
yellow-e	2	2	1
yellow-d	2	4	1
yellow-c	3	2	2
yellow-b	2	1	1
Nup154	12	2	2
mir-375	0	1	0
yellow-k	0	1	1
yellow-h	3	4	4
yellow-d2	1	1	1
CG10300	3	2	1
Ppi1	3	2	2
Npc2b	6	5	2
lute	7	4	3
bonsai	2	1	1
CheA86a	1	1	1
nesd	3	8	3
CG32786	3	2	2
NFAT	18	35	12
CG5793	6	6	4
CG5792	7	2	2
CG5823	8	17	1
CG5790	2	4	3
CG17273	7	5	3
CG5828	1	5	2
CG43182	0	2	1
Ir	11	20	7
CG10550	6	6	3
Rtc1	2	1	1
Ih	26	466	44
CG34459	2	4	2
CG34458	0	1	1
Osi4	4	2	2
CG34455	3	7	2
CG34454	1	3	2
CG34457	3	1	1
CG34456	0	2	1
CG34451	5	3	3
CG43250	3	5	1
CG34453	3	2	2
Ptp69D	12	4	2
CG32119	2	3	2
Pino	5	2	2
CG10802	3	4	2
CG42699	6	2	1
CG42696	1	2	1
CG42697	2	1	1
CG42694	7	3	3
CG32111	9	20	1
CG42692	4	4	2
CG32117	1	2	2
CG42690	6	5	2
CG42691	12	19	5
clos	13	6	4
CR40469	0	1	0
blow	5	6	3
Mgn00227	1	1	0
Mgn00224	1	1	0
blot	12	15	6
Mgn00223	1	1	0
Mgn00220	2	1	0
CR12460	1	1	1
Mgn095180	0	1	0
CG5577	2	1	1
Mgn095182	0	1	0
CG6403	1	2	1
Mgn095184	0	1	0
Mgn095185	0	1	1
Mgn095186	0	1	0
Mgn095187	0	1	0
CG12917	2	2	1
chr3R_10354144_10354766.0	0	1	0
rost	5	4	1
CG18259	3	1	1
CG10907	3	2	2
CG18258	1	1	1
CG18193	1	2	1
CG18190	3	4	1
CG4980	2	2	2
CG42340	8	5	2
CR32821	0	1	0
CG42342	29	145	57
Mgn3564	1	2	1
CG42346	4	4	3
Mgn98065	0	1	0
Mgn98064	0	1	0
Mgn98067	0	1	0
Mgn98066	0	1	1
Mgn98061	0	1	0
Mgn98060	1	2	1
Mgn98063	0	1	0
Mgn98062	0	1	0
mir-4980	0	1	0
mir-4981	0	1	0
Mgn3482	0	4	0
mir-4983	0	1	0
mir-4984	0	1	0
mir-4985	0	1	0
mir-4986	0	1	0
mir-4987	0	1	0
CR43977	0	1	0
Andorra	0	1	1
CG31793	6	2	2
CG31792	9	1	1
CR43973	2	2	0
CR43972	2	2	2
CG31797	1	3	2
CR43970	1	1	0
CG31798	2	1	1
mt:tRNA:W	0	1	0
mt:tRNA:V	0	1	0
mt:tRNA:Q	0	1	0
mt:tRNA:P	0	1	0
CR43978	0	1	1
mt:tRNA:M	0	1	0
polybromo	11	3	1
mt:tRNA:N	0	1	0
CG14299	16	4	4
CG14298	1	3	1
mt:tRNA:K	0	1	0
mt:tRNA:E	0	1	0
Spf45	4	5	5
wbl	1	2	1
mt:tRNA:F	0	1	0
CG14291	0	1	1
CG14290	3	2	1
mt:tRNA:C	0	1	0
CG14292	1	1	1
CG15115	2	1	1
CG15478	1	2	1
CG15479	0	1	1
Mgn3736	0	3	0
CG12237	0	1	1
DptB	1	1	1
Mgn4103	0	4	1
Vha55	6	17	2
CG15473	2	1	1
Mgn3739	0	3	1
Act79B	4	5	3
CG18745	4	2	1
Roc2	6	4	1
CG15475	0	1	1
CG11368	1	1	1
CG33798	3	1	1
LSm-4	5	2	1
Cad96Ca	10	1	1
CG11362	1	1	1
CG33792	5	7	6
CG33791	12	8	4
RhoGAP100F	19	55	24
CG33796	2	1	1
Kua	7	8	1
noncoding_10439	1	1	0
CG31869	8	6	3
aust	1	1	1
CG3097	3	2	1
CG31862	0	1	1
CG31861	1	1	1
CG31860	3	4	4
CG31867	0	1	1
stops	10	5	3
CG3328	9	2	1
TfIIA-L	9	5	3
CG7379	2	2	1
Pgam5	2	2	2
Mgn095259	0	1	0
Rab40	5	8	2
CG12645	4	5	3
CG3632	22	13	4
CG3321	4	5	1
CG3630	5	4	2
CG3631	7	5	1
CG3326	7	2	1
CG3635	9	13	8
Act57B	1	2	2
Xport	2	3	3
mir-954	0	1	0
geminin	0	2	1
snoRNA:Psi18S-1854a	0	1	0
CG7530	12	11	4
5SrRNA:CR33448	0	1	0
CG7536	7	6	1
noncoding_22965	1	1	0
chr2L_9721046_9721343.0	0	1	0
Mgn142	0	2	1
fliI	4	6	2
gsb	1	1	1
CG12643	0	1	1
CR43971	1	2	0
Prosbeta3	0	1	1
CG11353	7	4	2
Prosbeta1	2	1	1
CG14872	4	6	5
Prosbeta7	3	3	1
Prosbeta5	2	2	1
CG14879	4	22	2
oc	7	15	4
CG10140	5	4	4
CG33291	7	1	1
CG10144	4	2	2
CG10147	1	1	1
ox	2	2	1
CG11357	7	14	2
chrX_3968951_3969506.0	0	1	0
or	4	2	1
NiPp1	4	2	2
Nuf2	2	2	2
CG32856	1	2	1
CR41507	3	1	1
CG12129	3	1	1
CG12128	2	6	3
CG12439	1	1	1
CG12438	0	1	1
garz	11	7	3
l(1)G0334	5	8	3
CG12121	7	2	2
CG12123	1	2	1
yar	4	5	0
CG12125	7	23	1
Cep97	8	6	5
CG12126	0	1	1
Ect4	24	134	29
scrt	1	3	1
Ect3	6	3	1
GstE10	0	1	1
RpS14a	2	2	1
snoRNA:2R:9445410	0	1	0
Ir10a	1	1	1
mir-3641	0	1	0
CG14071	2	3	1
CR43836	6	3	1
CG6607	4	1	1
CG2200	2	4	1
Mgn095188	0	1	0
CG14421	1	2	1
scro	9	4	4
jub	8	5	3
CG6664	6	9	1
CG6665	2	2	2
CG6662	3	1	1
CG1889	5	3	2
CG6660	1	3	2
CG6661	0	1	1
CG7378	7	4	2
abd-A	7	8	3
RpS14b	2	1	1
CG1888	5	28	3
alpha-catenin-related	5	2	2
Poc1	2	2	2
CG5003	4	1	1
CG5002	8	4	4
CG5001	9	13	2
Mgn00424	1	1	0
Mgn00426	1	1	0
Mgn00427	1	1	0
Mst40B	0	1	0
Mst40C	0	1	0
CG5009	7	3	1
Mst40A	0	1	0
Mst40F	0	1	0
Mst40G	0	1	0
Mst40D	0	1	0
Mst40E	0	1	0
CG1240	1	2	1
scramb2	3	1	1
CG31832	0	2	2
CG1246	6	2	1
l(2)09851	1	6	1
CG1550	0	1	1
tRNA:G3:56EFa	0	1	0
tRNA:G3:56EFb	0	1	0
CG6900	1	1	1
CG43991	0	1	0
CG6907	1	4	1
grass	5	2	2
CG43294	0	1	1
CR43414	1	2	0
cbc	3	1	1
CR43416	0	1	0
CR43417	2	2	0
CR43410	0	1	0
CR43411	0	2	0
CR43412	0	1	0
CR43413	1	1	0
CG7953	1	2	1
CG40191	10	30	10
CG6904	8	8	2
CR43418	2	3	0
CR43419	0	1	0
Tango9	5	8	3
cbs	10	10	4
mRpL35	1	3	1
Cpr97Ea	5	3	3
cbt	2	3	2
Cpr97Eb	1	1	1
ppk11	3	1	1
cbx	5	3	3
miple2	7	6	4
mnb	13	36	9
CG16739	2	3	2
CG31464	1	1	1
CG8132	1	2	1
sl	3	1	1
CG16732	2	2	2
CG7860	1	3	2
CG16734	5	3	3
nAcRalpha-30D	22	507	40
CG16736	1	1	1
Xe7	11	21	8
His3:CG33803	0	1	1
igl	3	6	3
Ste12DOR	2	1	1
CG11961	12	5	2
CG11964	3	1	1
CG4815	0	1	1
CG11966	3	4	1
Gr59f	3	1	1
ppk19	4	1	1
Gr59d	1	1	1
Gr59e	2	1	1
Gr59b	1	1	1
Gr59c	1	1	1
Gr59a	1	1	1
CG8157	5	5	1
CG8155	3	2	2
CG8152	0	4	1
CG8401	5	1	1
Sec61beta	2	2	1
mRpL39	5	2	2
CG9106	4	6	1
CG7362	1	3	3
CG8159	3	1	1
Mgn3905	2	5	0
CG30010	1	3	2
CG4752	4	1	1
CG4753	7	6	1
CG30015	15	16	5
Mgn3900	2	5	2
zfh2	18	14	5
CG30016	2	2	2
CG7365	3	1	1
Atg2	2	3	1
Atg1	11	7	3
Atg6	2	2	1
Atg7	9	2	2
Atg4	5	13	2
Atg5	5	4	2
Atg9	0	3	2
disp	6	1	1
Aplip1	7	9	4
lace	3	1	1
Mgn4456	0	3	1
ald	4	3	2
lack	7	7	2
ptc	6	3	3
alc	3	8	4
Mgn99930	1	1	1
Mgn99931	1	1	1
Ndfip	1	5	1
Cpr62Bc	2	1	1
tRNA:CR33534	0	1	0
tRNA:CR33535	0	1	0
tRNA:CR33536	0	1	0
aly	2	2	2
Mgn99938	0	1	0
Mgn99939	0	1	0
alt	12	42	4
CG12896	3	1	1
ptr	7	11	1
TotC	1	1	1
TotB	1	1	1
TotA	1	2	1
TotF	1	2	2
e(y)3	11	13	3
TotM	1	1	1
CG9990	15	74	17
CG6091	8	7	3
e(y)1	1	1	1
SIP2	28	28	21
SIP3	0	2	2
snmRNA:254	0	1	0
snoRNA:Or-aca3	0	1	0
TotX	0	1	1
Mp20	4	3	3
CG40228	5	8	5
CG34010	3	1	1
CG31650	12	26	2
CG43755	3	5	5
fax	16	219	12
CG43757	6	1	1
CG43750	0	1	1
CG43751	1	2	1
Mgn095249	0	1	0
Mgn095248	0	1	0
Mgn095247	0	1	0
CG31659	5	3	3
Mgn095245	0	1	0
Mgn095244	0	1	0
Mgn095243	0	1	0
CG34159	2	1	1
Mgn095241	0	1	0
fau	16	28	11
E5	3	1	1
CG4363	2	1	1
CG3402	2	2	2
fan	2	4	4
CG4364	3	1	1
CG3407	3	1	1
CG3409	10	11	2
snoRNA:Psi28S-2622	0	1	0
faf	24	155	11
snoRNA:Psi28S-2626	0	1	0
lobo	10	5	5
Cpr66Cb	2	1	1
CG42740	2	2	1
CG42597	1	1	1
CG42596	8	3	2
CG42591	0	2	1
CG42590	3	8	5
CG42593	17	28	3
CG42592	0	1	1
CG14074	1	4	2
Pabp2	7	23	4
Mgn00461	1	1	0
CG14606	6	2	2
CG42564	2	1	1
tej	7	4	4
CG5642	3	2	1
nbs	6	6	6
CG5645	3	11	5
CG32262	0	2	1
tef	2	1	1
CG14609	6	1	1
tex	2	1	1
Ir48b	1	2	1
Tollo	0	2	1
CR43847	3	2	0
CG32264	24	72	14
CG5646	5	2	2
Gad1	9	2	1
CG14294	1	2	1
sug	2	3	2
CR43472	1	1	0
Ir48a	0	1	1
POSH	5	6	1
noncoding_12783	1	1	0
CR43473	0	1	1
His-Psi:CR33805	0	1	1
Spn2	3	1	1
Spn1	3	1	1
CG18568	0	1	1
Spn7	3	1	1
Spn6	1	2	1
Spn5	3	2	1
Spn4	11	69	12
Su(fu)	0	1	1
CG12950	16	12	2
CG12951	2	2	2
CG34332	1	3	1
gammaTub37C	3	2	2
CG5589	2	1	1
CG4984	9	6	2
CG13144	0	2	1
CG4983	2	2	1
CG4982	1	1	1
CG42568	4	4	2
mnd	7	7	2
CG4988	1	1	1
CG42569	1	2	1
CG32651	2	4	1
CG32650	0	1	1
CG32652	4	2	1
CG32655	1	1	1
Noa36	1	1	1
Ercc1	1	2	1
CG32305	11	1	1
CG32302	0	1	1
CG32301	12	3	3
snoRNA:Me28S-U2134b	0	1	0
CG7328	3	6	3
CG7329	2	1	1
CG7324	11	4	4
CG7326	1	3	1
Haspin	8	5	5
CG7320	2	1	1
CG2201	10	12	8
CG2202	3	4	3
CG33658	2	1	1
Bsg25D	12	16	14
Bsg25A	1	1	1
Tim17b2	4	2	2
Tim17b1	2	1	1
Ipod	6	6	2
CG33654	3	1	1
CG33655	2	2	1
CG34288	1	2	1
CG34289	2	3	3
Tor	7	3	3
DNaseII	1	1	1
SRm160	3	3	2
CG9492	37	3	3
Tom	1	2	2
Ir100a	0	1	1
Mgn99956	0	1	0
beta4GalT7	2	1	1
Cirl	21	117	14
CG7188	5	4	2
Mgn95035	0	1	0
CG31200	2	1	1
CG7180	2	7	4
CG7182	1	4	2
Mgn99955	0	1	0
CG7185	10	9	4
CG13607	0	1	1
CG13606	7	10	5
Mgn662	0	2	0
CG13604	8	13	4
CG13603	3	1	1
Mgn665	1	3	0
CG13601	3	3	3
CG12607	3	3	3
Mgn668	0	3	1
CG12609	5	5	3
DopR2	6	3	3
lqfR	7	4	3
Mgn882	0	3	1
Mgn95030	0	1	0
Mgn99959	0	1	0
Acon	3	1	1
CG13957	8	3	3
CG13955	3	1	1
CG13954	7	1	1
Or69a	3	2	2
mira	2	6	4
InR	14	8	2
CG13950	2	2	2
Cyt-b5	2	3	3
CG15730	0	1	1
dos	8	3	3
CG15735	5	2	2
serp	4	4	1
Rad1	2	1	1
CG15739	3	5	2
CG15738	3	1	1
Ssdp	6	33	2
thoc7	4	3	3
c-cup	1	1	1
thoc5	6	2	2
mag	1	1	1
Mgn00514	1	1	1
NAAT1	8	2	1
CG6059	3	1	1
CG9059	14	7	5
Mtpalpha	5	2	2
CG6055	2	2	2
mRpS28	2	1	1
CG9722	0	2	1
CG9723	1	1	1
CG6053	5	2	2
CG6052	2	3	2
Ge-1	10	3	1
CG30222	7	9	6
CG4562	12	10	4
CG1582	5	4	2
CG8232	15	3	3
l(2)35Bc	2	2	2
CG8230	4	2	1
l(2)35Be	1	2	2
Ak6	2	1	1
CG8891	2	1	1
CG3505	3	2	2
CG41106	1	1	1
Ir84a	3	1	1
ave	1	1	1
CG2972	1	2	1
CG2970	7	3	1
CG2976	2	2	1
CG2974	1	2	2
CG2975	4	4	2
CG6583	3	3	2
oys	11	24	6
CG8180	4	3	1
CG6279	4	3	2
Mgn095091	0	1	0
mRpS26	2	4	2
CG6271	1	1	1
Bsg	20	10	3
Optix	4	4	3
Mppe	8	21	4
CR43314	3	10	1
CG4691	0	1	1
Gli	13	12	2
RluA-2	11	8	6
w	5	1	1
Mgn095112	0	1	0
CycT	9	214	7
chrX_20109537_20110196.0	0	1	0
Akh	1	1	1
CG17658	3	8	2
CG10979	4	5	2
numb	8	15	2
Arp5	1	4	3
Glt	2	14	6
CG17652	2	1	1
CG10973	4	2	2
Obp56f	1	1	1
n-syb	15	26	7
CG40053	1	1	1
CG6540	1	1	1
Mpp6	1	4	1
mRpS24	3	2	2
caup	4	2	1
CG34353	11	2	1
chr3L_393621_394377.0	0	1	0
CG34350	14	7	1
CG17386	0	2	1
CG17387	3	1	1
CG17385	5	3	2
CG17380	2	2	1
Drep-1	3	3	2
Drep-2	4	13	4
Drep-3	8	6	3
Drep-4	3	2	1
CrebB-17A	16	478	23
Chd64	3	2	2
CG34354	12	4	2
Cbp20	2	1	1
CG17470	0	1	1
CG17471	18	25	5
CG17472	1	1	1
Spn100A	1	1	1
CG17475	0	1	1
CG17477	1	4	1
Nacalpha	3	3	1
CG5612	3	2	2
CG5613	4	5	4
CG5611	3	4	4
Lsp2	4	10	7
CG9940	7	3	1
Prosbeta2R2	2	1	1
mRpS22	0	1	1
CG5618	10	7	2
CG9945	7	4	1
mir-318	0	1	0
Cht3	16	124	13
Cht2	4	3	1
CG8093	1	4	1
Cht4	4	1	1
Cht7	7	1	1
CG8090	7	2	2
mir-310	0	1	0
mir-311	0	1	0
mir-312	0	1	0
mir-313	0	1	0
mir-314	0	1	0
mir-315	0	1	0
mir-316	0	1	0
mir-317	0	1	0
mTTF	2	1	1
L	3	1	1
CG32082	15	6	4
CG15882	0	1	1
Pgam5-2	0	1	1
ClC-b	8	1	1
Gef64C	13	4	1
tRNA:CR32034	0	1	0
ClC-a	21	19	11
AP-2sigma	2	1	1
CG15880	1	1	1
CG5778	3	6	1
mir-31a	0	1	0
mir-31b	0	1	0
CG5776	2	1	1
CG5807	8	3	2
CG5770	2	1	1
CG5773	2	6	2
CG5804	1	1	1
CG34309	1	1	1
CG34308	0	1	1
CG14252	5	3	3
Gr43a	8	3	3
CG13023	4	4	4
Fip1	3	3	1
Gr43b	1	1	1
CG34301	1	1	1
CG34300	5	5	3
CG34303	2	1	1
mir-278	0	1	0
CG34305	1	1	1
CG34304	3	1	1
CG34307	2	1	1
CG34306	12	6	2
GXIVsPLA2	3	3	3
Su(Ste):CR42428	0	1	1
E(Pc)	17	80	4
CG7992	2	2	1
Tctp	0	2	1
CG11737	6	5	1
CG31007	0	1	1
Mgn00245	4	4	0
Mgn00246	2	2	0
Mgn00247	1	1	0
CG11739	8	8	2
CG15382	0	4	1
Mgn00242	1	1	0
Mgn00243	2	2	0
snoRNA:U31:54Ed	0	1	0
lola	37	224	31
CG13386	1	3	2
CG13384	12	44	7
CG13385	1	2	1
CR43425	1	1	0
Samuel	13	8	5
Mgn3593	0	1	1
Mgn3590	0	1	0
Mgn3591	0	1	0
Syn2	11	6	4
Syn1	10	8	2
Mgn703	1	2	0
CG18178	1	4	1
betaTub60D	4	2	2
tatl	1	1	1
Rbcn-3B	1	6	1
CG15914	2	1	1
Rbcn-3A	14	1	1
CG18170	11	6	4
tRNA:H:56E	0	1	0
CG18173	1	3	1
noncoding_25047	1	1	0
Or65a	4	1	1
smi35A	14	20	4
ECSIT	0	2	2
EloA	9	6	5
Mgn707	0	2	0
atilla	2	1	1
CR43951	1	1	0
CR43953	1	1	0
CG11170	1	1	1
CG31681	0	1	1
CG6878	1	1	1
CR43959	1	1	0
Efa6	20	280	20
Synd	12	11	2
wls	3	3	2
CG6873	0	1	1
CG6870	0	1	1
CG32462	0	1	1
CG32463	1	1	1
CG32461	2	5	3
snoRNA:Me28S-G1083a	0	1	0
snoRNA:Me28S-G1083c	0	1	0
snoRNA:Me28S-G1083b	0	1	0
Pkn	24	599	39
snoRNA:Me28S-G1083d	0	1	0
CG33223	0	1	1
CG33226	5	3	3
CG33225	4	3	2
Mgn4127	0	2	0
CG33229	0	1	1
CG33228	2	1	1
Mgn4123	0	4	1
CG31517	1	3	1
CG31516	0	1	1
CG31515	2	3	2
CG17169	1	1	1
l(3)01239	1	2	1
CG31510	1	3	1
7SLRNA:CR32864	4	5	0
CG31849	0	1	1
BubR1	4	1	1
CG13196	3	1	1
CG3342	1	1	1
CG14383	0	1	1
CG3610	0	2	1
CG3347	3	1	1
CG3344	3	1	1
CG3345	2	1	1
CG3348	1	1	1
CG3349	1	1	1
CG3618	2	2	1
CG42362	1	1	1
CG42363	2	7	1
CG42360	6	5	3
CG42361	2	2	1
CG42366	7	2	2
CG42367	1	1	1
CG42364	0	3	2
CG42365	0	2	1
CG42368	13	12	2
CG42369	0	2	1
gpp	13	34	6
htl	3	3	1
Mgn4088	0	5	1
CG11760	1	1	1
CG17618	6	3	3
CalpC	1	1	1
CG17167	9	13	5
fd59A	1	2	1
schlank	6	12	1
CG4115	2	1	1
CG2224	6	4	2
viaf	1	1	1
CG31128	1	1	1
nompC	23	213	27
nompB	12	8	8
nompA	20	6	3
5SrRNA-Psi:CR33371	0	1	0
CG14812	3	1	1
CG14811	1	1	1
CG14810	3	6	2
CG14817	1	1	1
danr	0	1	1
CG14814	5	2	2
htt	28	2	2
cuff	3	3	2
CG5989	5	4	4
ARY	5	2	2
CG11470	0	2	1
CG10126	6	3	3
CG12140	6	4	1
CG12147	0	1	1
CR33629	2	1	1
CG12413	4	2	1
CG12708	1	1	1
unsRNA:CG10576-a	0	1	0
CG2931	0	1	1
CG12419	0	1	1
CG3967	10	14	4
CG3964	9	4	3
CG3961	14	22	4
CG4119	11	11	3
CG42814	1	2	2
CG9149	5	1	1
CG42816	11	3	3
CG42817	13	8	1
CG42810	0	3	2
GAPsec	4	1	1
Sik3	12	3	3
CG18136	2	1	1
Ir47a	0	1	1
CG15035	1	2	2
CG42818	3	2	1
CG42819	0	1	1
Snmp2	10	12	4
CG7045	0	1	1
CG7512	5	2	2
CG7510	13	2	2
onecut	6	21	1
CG7514	0	1	1
CG7519	3	3	3
CG7518	18	18	10
CG7049	0	1	1
CG7048	2	3	1
eff	9	42	2
CG9555	5	2	2
CR43785	1	2	0
CR43786	0	3	1
CR43787	2	2	2
mtacp1	6	3	3
CG9550	2	1	1
CycG	12	96	4
Mgn00406	2	2	0
CG5039	2	1	1
Mgn00402	1	1	0
Mgn00403	1	1	0
exex	2	1	1
Mgn00408	5	8	1
nxf4	1	3	2
mir-999	0	1	0
Tip60	5	7	2
nxf2	9	6	3
CG33680	3	1	1
Mur18B	2	2	2
MIP22607	0	1	0
CG1910	10	164	13
CG1265	4	2	2
Or19a	2	1	1
CR42786	1	1	1
CR42785	1	1	0
Dip-C	0	3	1
CR43436	0	1	0
cdm	7	1	1
CR43434	0	1	0
CR43435	0	1	0
CR43432	0	2	0
CR43433	1	2	0
CR43430	0	1	1
ImpE1	8	4	2
CG16712	1	1	1
CG16713	1	1	1
CG16710	2	1	1
CG8397	3	1	1
CG16716	4	1	1
CG16717	3	8	1
CG33688	3	1	1
CG13404	3	2	2
CG16718	17	7	5
cyp33	3	1	1
CG8398	7	18	4
CG8399	11	5	3
CR43605	1	1	0
chr3R_6215619_6216520.0	0	1	0
CG6234	2	1	1
RunxB	6	2	1
CG13239	0	2	1
Mgn1692	0	2	0
Mgn1690	1	2	0
Mgn1696	0	2	0
bft	4	2	0
Tsp66A	16	6	5
CG6231	10	5	1
Mgn1698	0	2	0
Tsp66E	11	10	2
CG7427	7	35	4
sowi	2	1	1
hiw	22	4	1
CG11943	10	2	2
alpha-Est5	5	4	2
CG8170	10	4	2
CG8172	7	3	3
CG2104	0	1	1
CG8176	15	8	5
hig	10	8	4
CG7423	0	1	1
ssp5	0	1	1
ssp2	5	3	1
ssp3	13	5	5
tRNA:CR31914	0	1	0
alpha-Est1	2	1	1
CG4733	11	15	3
CG4730	4	4	2
CG2100	2	6	2
GlcT-1	0	6	1
CG30076	2	2	2
CG4734	2	1	1
CG9279	3	2	1
AT18167	1	1	1
obst-G	1	2	2
Sfp78E	4	3	1
CG31729	7	13	5
CG43192	3	1	1
MED28	0	1	1
arr	8	5	1
CG43191	3	1	1
CG43196	1	3	1
aru	8	4	2
CG43194	0	1	1
CG43195	7	2	2
MED21	3	5	1
MED20	0	2	2
MED23	16	3	2
MED22	2	1	1
MED25	0	1	1
MED24	6	1	1
MED27	2	1	1
CG31126	1	2	2
Mgn99916	0	1	1
ara	5	2	2
Mgn99914	0	2	1
Mgn99915	0	2	1
Mgn99912	0	1	0
Mgn99913	0	1	1
Mgn99910	0	1	1
Mgn99911	1	1	1
TpnC47D	3	1	1
CG43311	0	1	1
Jon65Aiii	1	1	1
arm	12	28	5
Mgn99918	0	1	1
Mgn99919	0	1	0
RpL13A	3	3	2
Hsf	11	9	5
CG17047	3	1	1
CG43800	2	2	1
snmRNA:400	0	1	0
rod	15	10	2
CG44214	0	1	1
snoRNA:Psi18S-1854b	0	1	0
CG31091	2	1	1
CG40498	9	80	5
Mgn095225	0	1	0
Mgn095224	0	1	0
CG31678	10	14	3
CG31679	1	1	1
Mgn095221	0	1	0
Mgn095220	0	1	0
CG34178	5	4	3
CG34179	0	2	2
CG34176	0	1	1
CG34177	4	3	3
CG43774	0	1	1
CG34175	1	2	1
beta4GalNAcTA	4	2	2
CG34173	1	1	1
CG34170	0	1	1
CG34171	4	3	3
mir-2c	0	1	0
Acp32CD	3	8	7
kl-5	15	3	2
Act42A	1	1	1
CG4341	13	3	3
CG3420	3	2	1
CAP-D2	6	2	2
aay	0	5	1
FucT6	3	2	2
Porin2	4	4	2
CG2694	8	12	8
unc-45	2	3	1
CG14661	3	2	1
CG14662	1	1	1
CG14664	0	1	1
CG14667	3	3	3
CG14668	0	1	1
CG14669	9	6	2
tgy	3	3	3
CG8043	3	3	3
CG10710	1	1	1
CR4575	0	1	0
CG10713	3	3	1
CG11151	3	4	1
Eo	0	1	1
tgo	1	4	1
pr	4	7	2
ps	30	2099	27
CG12970	3	1	1
CG12971	2	2	2
swm	9	10	5
CG7609	9	4	4
CG12974	6	3	2
skd	19	42	2
CG18545	3	2	2
Mgn00161	1	1	1
px	21	23	10
Plap	4	4	1
CG18540	2	1	1
CG18542	2	1	1
Mgn00381	1	1	0
CR42549	4	7	1
Mgn00385	1	1	1
MAGE	0	1	1
Mgn00387	1	1	0
Mgn00386	4	7	2
dup	2	6	2
pk	11	6	4
sws	14	27	13
pn	1	2	1
CG43737	7	3	3
mei-P26	13	99	2
CG9422	4	1	1
CG14488	1	1	1
CG34134	0	1	1
Mgn095048	0	1	0
CG3288	1	1	1
CG3287	7	6	2
CG3285	5	1	1
CG14480	5	6	1
CG14482	1	3	1
CG14483	1	2	1
CG32639	0	2	1
CG32638	4	4	1
CG9427	4	5	2
Sply	6	4	2
CG32320	8	1	1
CG32631	1	1	1
CR43097	1	1	1
snoRNA:U14:30Eb	0	1	0
CG32635	10	1	1
snoRNA:U14:30Ea	0	1	0
Faa	3	1	1
Jon99Fi	6	13	13
CG12384	3	3	2
e(y)2b	4	6	2
CG2772	2	2	2
CR42201	0	1	0
CG13597	3	3	2
CR40640	0	2	0
mir-978	0	1	0
CG13594	8	2	1
Su(Ste):CR42423	0	1	0
dmrt11E	3	3	2
CG32507	1	2	2
CG13590	2	1	1
NC2beta	1	2	1
CG13599	1	3	1
CG7768	3	3	2
Upf2	9	11	2
CG8199	3	1	1
CG15283	0	1	1
CG15282	2	4	1
CG32506	8	2	1
Mgn3671	0	9	2
CG15286	2	4	3
CG15537	8	3	2
128up	3	1	1
CG18815	8	6	3
Tig	5	1	1
rib	3	12	2
CG18812	18	24	6
CG15531	4	3	3
CG18810	0	1	1
CG13578	1	2	1
Mgn94098	1	1	0
Mgn94099	1	1	1
CG11449	0	1	1
CG11448	8	6	6
CG11447	0	1	1
Mgn94095	1	1	1
Mgn94096	1	2	0
Mgn94097	0	1	0
CR10102	1	6	1
Dph5	1	1	1
Mgn94092	2	1	1
Mgn94093	0	1	1
CG13623	1	2	1
CG13622	0	1	1
CG13625	0	1	1
Ddx1	3	3	3
CG13627	7	7	3
VGAT	3	6	2
CG13978	2	2	2
5SrRNA:CR33445	0	1	0
CG13970	0	2	2
CG13972	0	1	1
chr2L_18795816_18796184.0	0	1	0
5SrRNA:CR33447	0	1	0
PpV	2	1	1
CG15753	2	1	1
RpS15Ab	0	2	1
RpS15Aa	9	31	2
Con	8	2	1
CG42813	1	2	1
CG6074	5	2	1
CG6073	3	1	1
5SrRNA:CR33442	0	1	0
CG6071	3	2	1
CG11191	1	1	1
CR33294	6	2	2
CG11192	0	1	1
kraken	2	1	1
Ppn	23	12	12
CR43159	1	1	1
CR43158	1	1	0
CG9701	3	1	1
CG9702	3	4	3
CR43152	2	2	0
CG9705	5	16	1
CG9706	2	2	1
Ugt35a	1	1	1
CG4500	2	4	2
noncoding_5166	1	1	0
CR43761	3	2	0
CG2950	14	107	24
l(2)35Di	2	2	2
trx	11	11	2
mRpS9	6	2	2
l(2)35Df	1	1	1
Su(Ste):CR42422	0	1	1
CG7708	5	5	1
5SrRNA:CR33449	0	1	0
MIP12934	1	1	0
CR43764	1	2	0
Nup43	1	1	1
CG41128	1	1	1
Tsp47F	2	1	1
LSm3	2	1	1
tRNA:Y1:85Aa	1	2	0
Ir64a	7	1	1
CG31141	1	2	1
Ir31a	5	1	1
CR43334	0	1	1
CG6255	1	2	1
CG6254	3	1	1
CG12084	8	4	2
CG12082	8	9	2
Cyp4ad1	9	2	2
CG31546	0	1	1
Ndc80	3	2	2
Prx2540-2	3	1	1
Prx2540-1	7	2	2
CG31142	1	1	1
CG14196	4	1	1
Lasp	13	119	6
Mrtf	8	9	4
CG17672	5	3	1
CG10953	8	11	8
CG10950	2	2	2
tRNA:CR31580	0	1	0
CG10958	0	3	1
Thor	1	1	1
chrX_12406669_12407010.0	0	1	0
CG43285	0	2	1
t-cup	0	1	1
moody	8	11	2
pre-mod(mdg4)-AD	4	1	1
CG14109	3	2	2
CR1075	0	1	1
gdl-ORF39	2	3	2
